"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Why did Kattappa killed Bahubali? This question might come in the next UPSC exam. #Bahubali",FALSE,0,NA,2015-07-20 10:52:05,FALSE,NA,"623082948099600385",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TusharGupta",0,FALSE,FALSE,NA,NA
"2","@kamaalrkhan #BajrangiBhaijaan released in 5K screens #Bahubali 4200 screens bt still Bahubali reached 100c in 35hrs seems not fair thou Ì†ΩÌ∏ú",FALSE,0,"kamaalrkhan",2015-07-20 10:51:37,FALSE,"623055393262997504","623082830931689472","115622213","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KPrakan",0,FALSE,FALSE,NA,NA
"3","#Bahubali worldwide ranking 10 in IMDB movie-meter, no Indian films got this position before. Congrats @ssrajamouli",FALSE,0,NA,2015-07-20 10:51:00,FALSE,NA,"623082674152849409",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaffershadiq",0,FALSE,FALSE,NA,NA
"4","Amazed how #Bahubali got away with Demeaning Women. Male protagonist ripped off her clothes &amp; told her she wasn't capable of doing the job.",FALSE,0,NA,2015-07-20 10:44:39,FALSE,NA,"623081077591027712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tassavur",0,FALSE,FALSE,NA,NA
"5","@annavetticad :(  #Bahubali ka wo Romantic Scene mera fav Scene hae :((( wo sirf film he hae real life nahi hae #Bye",FALSE,0,"annavetticad",2015-07-20 10:44:12,FALSE,"622625322601549825","623080964722331648","64526820","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SBhesra",0,FALSE,FALSE,NA,NA
"6","I want to watch #Bahubali for fear of being labeled as anti-Hindu by the right wing but no shows in Hindi near me Ì†ΩÌ∏µ",FALSE,0,NA,2015-07-20 10:42:14,FALSE,NA,"623080466615136257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jhalla71",0,FALSE,FALSE,NA,NA
"7","@RaviChaudhary95 @AbiDhonifan @SonamTillani @urstrulygandhi  he al add o mentioned note Hindi movies only bcz #Bahubali  was dubbed to hindi",FALSE,0,"RaviChaudhary95",2015-07-20 10:40:24,FALSE,"623078768245084160","623080007464693761","1434862968","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kranthi4uu",0,FALSE,FALSE,NA,NA
"8","@kranthi4uu @abidhonifan @ravichaudhary95  not evn 2days just in 35hrs bro!! #BB released in 5300screens where #Bahubali just in 4k screens",FALSE,0,"Kranthi4uu",2015-07-20 10:40:14,FALSE,"623079408283156480","623079964615704576","465240348","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","urstrulygandhi",0,FALSE,FALSE,NA,NA
"9","watched 2 times  #bahubali the words are being very swords and swiping the chord by @madhankarky.",FALSE,0,NA,2015-07-20 10:36:17,FALSE,NA,"623078971106807809",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","krishthepoet",0,FALSE,FALSE,NA,NA
"10","A great movie to watch and to #read! Available at @Flipkart #Bahubali -&gt;http://t.co/6xkFR7VXBl
#mythology #folktales http://t.co/l8lXur9ST7",FALSE,0,NA,2015-07-20 10:35:41,FALSE,NA,"623078821407821825",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","snehaldhongdi",0,FALSE,FALSE,NA,NA
"11","@kamaalrkhan heee heee what a joke hindi speaking states r more then regional states....can't digest sucess of #Bahubali  pity u....",FALSE,0,"kamaalrkhan",2015-07-20 10:34:12,FALSE,"623055393262997504","623078445518467072","115622213","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kranthi4uu",0,FALSE,FALSE,NA,NA
"12","Finally watched #bahubali 
Epic maker #ssrajamouli 
#rana the tallest villain 
#prabhas the darling‚Ä¶ https://t.co/FDnfs5U7g5",FALSE,0,NA,2015-07-20 10:33:01,FALSE,NA,"623078146577952768",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AngelSha678",0,FALSE,FALSE,NA,NA
"13","GUY'S I AM GOING TO THEATRE FOR WATCHING #BAJRANGIBHAIJAn there is of crowd out of theatre BUT that crowd are came for watching #Bahubali ..",FALSE,0,NA,2015-07-20 10:32:20,FALSE,NA,"623077974544248832",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","iamkuls18",0,FALSE,FALSE,NA,NA
"14","I became such a big fan of the movie #bahubali . Big big thanks to #ssrajamouli and #prabhas for such‚Ä¶ https://t.co/s4ySV9tblv",FALSE,0,NA,2015-07-20 10:32:12,FALSE,NA,"623077942860582912",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","vinayakdasari",0,FALSE,FALSE,NA,NA
"15","Photo: I became such a big fan of the movie #bahubali . Big big thanks to #ssrajamouli and #prabhas for... http://t.co/QgIS4h3ePi",FALSE,0,NA,2015-07-20 10:32:02,FALSE,NA,"623077901483810816",NA,"<a href=""http://www.tumblr.com/"" rel=""nofollow"">Tumblr</a>","vinayakdasari",0,FALSE,FALSE,NA,NA
"16","@dr_being @kamaalrkhan  heee heee what a joke hindi speaking states r more then regional states.can't digest sucess of #Bahubali  pity u",FALSE,0,"dr_being",2015-07-20 10:30:03,FALSE,"623075844060114944","623077399912013829","1913079918","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kranthi4uu",0,FALSE,FALSE,NA,NA
"17","@minakshiseth heee heee what a joke hindi speaking states r more then regional states....can't digest sucess of #Bahubali  pity u",FALSE,0,"minakshiseth",2015-07-20 10:29:32,FALSE,"623075923529633792","623077273663504384","236418984","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kranthi4uu",0,FALSE,FALSE,NA,NA
"18","Witnessing #Bahubali #Tamil at @VettriTheatres",FALSE,0,NA,2015-07-20 10:26:15,FALSE,NA,"623076445930176512",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","aracityboyz",0,FALSE,FALSE,NA,NA
"19","#Bahubali is still running stronger than #BajrangiBhaijaan. Didn't they know that anything with a 'bahu' in it,... http://t.co/2fszNKIrJG",FALSE,0,NA,2015-07-20 10:24:28,FALSE,NA,"623075998796386304",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","kushagragarwal",0,FALSE,FALSE,NA,NA
"20","How can any1 compare #Bahubali with #BajarangiBhaijaan if #Bahubali has done same busines in 5languages whatever #BB has done in Hindi only.",FALSE,0,NA,2015-07-20 10:24:11,FALSE,NA,"623075923529633792",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","minakshiseth",0,FALSE,FALSE,"77.1332","28.64547"
"21","""@kamaalrkhan: How can any1 compare #Bahubali withB B if #Bahubali has done same busines in 5languages whatever #BB has done in Hindi only.""",FALSE,0,NA,2015-07-20 10:23:52,FALSE,NA,"623075844060114944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dr_being",0,FALSE,FALSE,NA,NA
"22","#Bahubali awesome movie",FALSE,0,NA,2015-07-20 10:20:37,FALSE,NA,"623075026753818625",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GVJ29",0,FALSE,FALSE,NA,NA
"23","#Bahubali 1st 1/2 k graphics was awsome some seen wasÌ†ΩÌ±å #PraBhas when climing the big mountain highest peak really it peaks @tamannaahspeaks",FALSE,0,NA,2015-07-20 10:19:58,FALSE,NA,"623074864178401280",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","Harish_Charan",0,FALSE,FALSE,"78.42931","17.46766"
"24","@SonamTillani don't insult south movie #Bahubali... Both √ü√ü's story writer are same",FALSE,1,"SonamTillani",2015-07-20 10:17:24,FALSE,"622646452330737664","623074216858882048","966949813","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Gowthamprabha16",0,FALSE,FALSE,NA,NA
"25","pls dnt compare #Bahubali with
#BajarangiBhaijaan if #Bahubali has done same busines in 5languages whatever #BB has done in Hindi only...so",FALSE,0,NA,2015-07-20 10:16:50,FALSE,NA,"623074076895092736",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","BeingSubrat212k",0,FALSE,FALSE,NA,NA
"26","While SRK &amp; Salman fans are fighting, #Bahubali has better collections than both the films..",FALSE,0,"tweetw_ala",2015-07-20 10:13:44,FALSE,"623073018034520064","623073296616062976","85127683","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tweetw_ala",0,FALSE,FALSE,NA,NA
"27","@taran_adarsh #BaHuBaLi biggest blockbuster.. #prabhas... INDIAN SUPER STAR B-)",FALSE,0,"taran_adarsh",2015-07-20 10:13:27,FALSE,"623028687517057024","623073225598091264","99642673","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Gowthamprabha16",0,FALSE,FALSE,NA,NA
"28","@ShekharGupta - #father_of_stupidity
Thanks alot 
from #teamBahubali

Atleast ur meaningless stupid tweets are keeping #bahubali in news.",FALSE,0,"ShekharGupta",2015-07-20 10:13:05,FALSE,"622798231655690240","623073131381460992","2574072036","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BeYesPi",1,FALSE,FALSE,NA,NA
"29","@itshanish #Bahubali is not a bollywood movie",FALSE,0,"itshanish",2015-07-20 10:12:35,FALSE,"623072387592929280","623073007410540545","148235343","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BDharmatti",0,FALSE,FALSE,NA,NA
"30","Barely managed tickets for #bajrangibhaijaan. Can you believe that it's a Monday and nothing is available! Not even #Bahubali",FALSE,1,NA,2015-07-20 10:12:31,FALSE,NA,"623072990771568641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mathur_vaishali",1,FALSE,FALSE,NA,NA
"31","#BOCapsule EXCLUSIVE HUGE 59 cr plus in Hindi -2nd Weekend Box Office Collection Of #BAHUBALI http://t.co/e8e6UMX3QF http://t.co/KKrf6SfFPL",FALSE,0,NA,2015-07-20 10:09:30,FALSE,NA,"623072230189084672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jasveer_jatia",0,FALSE,FALSE,NA,NA
"32","@king_sadashiva @prashantbme #Bahubali  did it in India ... Overseas no idea",FALSE,0,"king_sadashiva",2015-07-20 10:07:09,FALSE,"623069932020838402","623071638397980672","119496700","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AKDhavera",0,FALSE,FALSE,NA,NA
"33","#BajrangiBhaijaan is not as good as #Bahubali",FALSE,0,NA,2015-07-20 10:04:28,FALSE,NA,"623070963551244288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ManojJa40729173",0,FALSE,FALSE,NA,NA
"34","@superstarrajini recommends #RamyaKrishna for a powerful role in his next after seeing her dominating performance in #Bahubali.",FALSE,6,"superstarrajini",2015-07-20 10:03:49,FALSE,NA,"623070801575579648","1176135546","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TN_Boxoffice",4,FALSE,FALSE,NA,NA
"35","@urstrulygandhi @abidhonifan @sonamtillani #BB 183 just 3 days or #Bahubali 305.65 9 days",FALSE,0,"urstrulygandhi",2015-07-20 10:03:04,FALSE,"623060044465115136","623070611003215872","1248384283","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","RaviChaudhary95",0,FALSE,FALSE,NA,NA
"36","Many people are trending - BAJRANGI BHAIJAAN FASTEST100CR. , They Forget #BAHUBALI Crossed it in only 36 HRS. #LOL",FALSE,4,NA,2015-07-20 10:01:32,FALSE,NA,"623070226532306944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IamRahul__",1,FALSE,FALSE,NA,NA
"37","@Chandmouliman @prashantbme #Bahubali  is the fastest",FALSE,0,"Chandmouliman",2015-07-20 10:00:29,FALSE,"623067818326556672","623069962039472128","326806169","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AKDhavera",0,FALSE,FALSE,NA,NA
"38","@ssrajamouli #Bahubali Awesome movie Sir..:) waiting for 2nd part .. :)",FALSE,0,"ssrajamouli",2015-07-20 09:55:39,FALSE,NA,"623068745146044416","136479128","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shahul_nld",0,FALSE,FALSE,NA,NA
"39","Planning to watch #Bahubali too..heard its pretty gud!",FALSE,0,NA,2015-07-20 09:52:11,FALSE,NA,"623067874282766337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2Priyankaa",0,FALSE,FALSE,NA,NA
"40","#Bahubali will collect 45C+ gross in 5 different territories (Telangana, Karnataka, Tamil Nadu, Andhra and US)",FALSE,0,NA,2015-07-20 09:51:08,FALSE,NA,"623067608192040960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nagsforfun1",0,FALSE,FALSE,NA,NA
"41","#Bahubalistorm why #Bahubali killed by  #kattappa ?? http://t.co/TJHdk6ta76",FALSE,0,NA,2015-07-20 09:45:39,FALSE,NA,"623066227267670016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mayankaryan084",0,FALSE,FALSE,NA,NA
"42","Crossed 300 Crores (Rs. 3,00,00,00,000+) in just 9 days....!!!
#Bahubali",FALSE,0,NA,2015-07-20 09:45:02,FALSE,NA,"623066072762048512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RichaShah22",0,FALSE,FALSE,NA,NA
"43","Did #BajrangiBhaijaan beat #Bahubali ???",FALSE,0,NA,2015-07-20 09:44:46,FALSE,NA,"623066007909707776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheDehaati",0,FALSE,FALSE,NA,NA
"44","#Bahubali is realy an epic saga, The VFX PROUD OF INDIA :)",FALSE,0,NA,2015-07-20 09:44:15,FALSE,NA,"623065876099674112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","simplesam003",0,FALSE,FALSE,NA,NA
"45","@kamaalrkhan no doubt #bajrangibhaijaan is awesome but #bahubali is gem...kaha salman khan aur kaha south indian..still bahubali",FALSE,0,"kamaalrkhan",2015-07-20 09:40:56,FALSE,"623055393262997504","623065042364313600","115622213","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","rifatgudia",0,FALSE,FALSE,NA,NA
"46","@kamaalrkhan idiot and liar critic you are...
dnt forget #bahubali 2 day collection in India is more than 3 day of #bajrangibhaijaan.",FALSE,1,"kamaalrkhan",2015-07-20 09:39:52,FALSE,"623055393262997504","623064772427272192","115622213","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","rifatgudia",0,FALSE,FALSE,NA,NA
"47","Haven't seen a movie shittier than #Bahubali in a long long time!",FALSE,0,NA,2015-07-20 09:39:05,FALSE,NA,"623064577324912640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AbhishekJSoni",0,FALSE,FALSE,NA,NA
"48","All set to watch #bahubali, the most trending #Indian #movie right now. Gotta be a good one!",FALSE,0,NA,2015-07-20 09:37:53,FALSE,NA,"623064272575180800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","apurva_27",0,FALSE,FALSE,NA,NA
"49","Its second Monday..... #Bahubali Hindi version tickets are not exactly freely available. Advance booking is a precautionary must. Crazy.",FALSE,2,NA,2015-07-20 09:37:33,FALSE,NA,"623064190979182592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","thisisrmb",1,FALSE,FALSE,NA,NA
"50","#Bahubali Part2 is coming soon. http://t.co/EXVbEQYA2H",FALSE,0,NA,2015-07-20 09:37:32,FALSE,NA,"623064185606434816",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Just_Zindagi",0,FALSE,FALSE,NA,NA
"51","Seated to watch #bahubali",FALSE,1,NA,2015-07-20 09:36:11,FALSE,NA,"623063847792840704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","apurva_27",0,FALSE,FALSE,NA,NA
"52","@kamaalrkhan dont shout and shut-up. First think #Bahubali is an indian film. Dont divide as south and noth india. @itisprashanth",FALSE,0,"kamaalrkhan",2015-07-20 09:35:42,FALSE,"623055393262997504","623063723804995585","115622213","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","manoj3113",0,FALSE,FALSE,NA,NA
"53","@kamaalrkhan jal gayi aapki.. Succes of #bahubali indicates ppl welcum good script irrespective of language.. Samjhe",FALSE,0,"kamaalrkhan",2015-07-20 09:35:30,FALSE,"623055393262997504","623063673670647808","115622213","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","UdayKumar174",0,FALSE,FALSE,NA,NA
"54","https://t.co/EsTbcDDlkE
#Bahubali is not only Technical Masterpiece but also grate cultural showcase.",FALSE,1,NA,2015-07-20 09:35:27,FALSE,NA,"623063661066596356",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KaustubhPathak",0,FALSE,FALSE,NA,NA
"55","@taran_adarsh @KomalNahta on 19th July #BajrangiBhaijaan beats hindi screen records of #Bahubali at 100Cr plus",FALSE,1,"anantjoshi84",2015-07-20 09:33:57,FALSE,"623061974021095425","623063282224463872","81767109","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anantjoshi84",0,FALSE,FALSE,NA,NA
"56","#Bahubali total WW business for the first 10 days !!

AP/TG - 120cr
Karn - 55cr
TN - 35cr
Kerala - 10cr
North -... http://t.co/SnGrPkqPmi",FALSE,0,NA,2015-07-20 09:33:04,FALSE,NA,"623063059809062912",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","BLSTG",0,FALSE,FALSE,NA,NA
"57","@sri50 very proud @ssrajamouli sir #respect #salute unmayana ulaipuku kidaitha maberum vetri..my heartful wishes the entire team #Bahubali",FALSE,0,"sri50",2015-07-20 09:31:01,FALSE,"623061989724545024","623062544526094336","44900754","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","abanuazees",0,FALSE,FALSE,NA,NA
"58","If #BajrangiBhaijaan does 300Cr, #Bahubali will have to do Atleast 450Cr to match the profit. @taran_adarsh @JokesDostiEtc @KomalNahta",FALSE,0,NA,2015-07-20 09:28:45,FALSE,NA,"623061974021095425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anantjoshi84",0,FALSE,FALSE,NA,NA
"59","Bonanza for movie buffs with 2 good movies releasesd almost at the same time.. 
#Bahubali #BajrangiBhaijaan",FALSE,0,"tweetw_ala",2015-07-20 09:28:33,FALSE,"623061183134765056","623061925169991680","85127683","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tweetw_ala",0,FALSE,FALSE,NA,NA
"60","@kesarirang Can S S Rajamouli's #Bahubali beat Gerard Butler's #300 ???
Find more info - http://t.co/MWkKzSi3H1",FALSE,0,"kesarirang",2015-07-20 09:28:26,FALSE,"622410820207558656","623061897089167360","1373490727","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shridharsiddhi",0,FALSE,FALSE,NA,NA
"61","@Koimoi Can S S Rajamouli's #Bahubali beat Gerard Butler's #300 ???
Find more info - http://t.co/MWkKzSi3H1",FALSE,0,"Koimoi",2015-07-20 09:28:17,FALSE,"623006389397385216","623061857637543937","99928370","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shridharsiddhi",0,FALSE,FALSE,NA,NA
"62","@BOCapsule Can S S Rajamouli's #Bahubali beat Gerard Butler's #300 ???
Find more info - http://t.co/MWkKzSi3H1",FALSE,0,"BOCapsule",2015-07-20 09:28:07,FALSE,"623011102251560960","623061814884995072","426927447","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shridharsiddhi",0,FALSE,FALSE,NA,NA
"63","@abpnewstv @BeingSalmanKhan Can S S Rajamouli's #Bahubali beat Gerard Butler's #300 ???
Find more info - http://t.co/MWkKzSi3H1",FALSE,0,"abpnewstv",2015-07-20 09:27:51,FALSE,"621521554141114368","623061748845707264","39240673","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shridharsiddhi",0,FALSE,FALSE,NA,NA
"64","5. #Postmortem #Bahubali Your My Fav Director @ssrajamouli In #TeluguMovies But This Is No #MughalEAzam Which Achieved The Status In 1960",FALSE,0,NA,2015-07-20 09:27:28,FALSE,NA,"623061652565393408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeingShamsMasih",0,FALSE,FALSE,NA,NA
"65","@Prakashjaaju actually #Bahubali is now over Rs 300 Crore",FALSE,0,"Prakashjaaju",2015-07-20 09:27:07,FALSE,"623030491571032064","623061564560703488","67849717","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","san__man",0,FALSE,FALSE,NA,NA
"66","@Kailashkher pranam sir. awesome song n awesomely sung by u.
#Kaun hai woh #Bahubali",FALSE,3,"Kailashkher",2015-07-20 09:26:01,FALSE,NA,"623061286465593344","41552881","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","im_rishabh",1,FALSE,FALSE,NA,NA
"67","#Bahubali could have grossed more had #BajrangiBhaijaan not consumed maximum screens.. 
@firstpost https://t.co/A3L0y27Ung",FALSE,0,"firstpost",2015-07-20 09:25:36,FALSE,"623059141100048385","623061183134765056","256495314","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tweetw_ala",0,FALSE,FALSE,NA,NA
"68","@ssrajamouli @RanaDaggubati @tamannaahspeaks @prabhasraju #anushka hats off to all..really an amazing #bahubali can't to describe in words",FALSE,0,"ssrajamouli",2015-07-20 09:24:52,FALSE,NA,"623060998182678528","136479128","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","abanuazees",0,FALSE,FALSE,NA,NA
"69","4. #Postmortem #Bahubali Look Of The Movie Can Be Achieved With Technology But Where Is The Content??? Can Fool Any1 By Looking Great &amp; Cool",FALSE,0,NA,2015-07-20 09:24:35,FALSE,NA,"623060928779530240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeingShamsMasih",0,FALSE,FALSE,NA,NA
"70","Bahubali is sweeping the North also...read this Hindu story http://t.co/3jB5W7jBEg

#Bahubali #Bahubalistorm",FALSE,1,NA,2015-07-20 09:23:43,FALSE,NA,"623060706913431552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dipinbharath",1,FALSE,FALSE,NA,NA
"71","@abidhonifan @sonamtillani lol #Bahubali collected 100cr including all versions but #BB is monolingual #fastest100crBajrangibhaijaan",FALSE,1,"AbiDhonifan",2015-07-20 09:21:05,FALSE,"623057752219213824","623060044465115136","2261173532","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","urstrulygandhi",0,FALSE,FALSE,NA,NA
"72","#Bahubali, 10 days worldwide gross collection is around 330cr.

Became 7th highest Indian movie.",FALSE,0,"emo_tharki",2015-07-20 09:20:38,FALSE,"623015530878795776","623059933693513728","1896737190","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","emo_tharki",0,FALSE,FALSE,NA,NA
"73","3. #Postmortem #Bahubali No Doubt Its Is One Of The Best Looked Movie On Screen Though Many Of The Scenes Inspired From Hollywood Movies",FALSE,0,NA,2015-07-20 09:19:30,FALSE,NA,"623059649172865024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeingShamsMasih",0,FALSE,FALSE,NA,NA
"74","EXCLUSIVE HUGE 59 cr plus in Hindi -2nd Weekend Box Office Collection Of #BAHUBALI http://t.co/yF7WJLu1A3 http://t.co/QtpTPHrHYY",FALSE,0,NA,2015-07-20 09:19:14,FALSE,NA,"623059581254504448",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","BollywoodInfoz",1,FALSE,FALSE,NA,NA
"75","#Bahubali Enters 300 Crore Club; Shatters Rajinikanth's #Enthiran Record http://t.co/scsqcjsqRq http://t.co/L5eY9YMH8K",FALSE,0,NA,2015-07-20 09:18:13,FALSE,NA,"623059324131110912",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","BollywoodInfoz",1,FALSE,FALSE,NA,NA
"76","2. #Postmortem #Bahubali Those Hav Seen @ssrajamouli Earlier Movies #Eega #MaryadaRamanna #Maghadheera Wil Surely Confirm Wer Better Scripts",FALSE,0,NA,2015-07-20 09:17:48,FALSE,NA,"623059219386777600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeingShamsMasih",0,FALSE,FALSE,NA,NA
"77","First south Indian ""Bahubali"" film to enter the Rs.300 crore club  - http://t.co/2mOCutSDm7

#bahubali http://t.co/zEMAILXhUD",FALSE,0,NA,2015-07-20 09:16:30,FALSE,NA,"623058892168237056",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Worldnewsbyday",0,FALSE,FALSE,NA,NA
"78","@kamaalrkhan Movies like Bahubali need not b released during any festival time.Y dnt u admit, #Bahubali is mch bettr thand #BB",FALSE,0,"kamaalrkhan",2015-07-20 09:13:35,FALSE,"623055393262997504","623058158148153344","115622213","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","The_GauravSingh",0,FALSE,FALSE,NA,NA
"79","Kotagiri Venkateshwara rao is the most sort out editor of TFI #bahubali and now  #Srimanthudu, he has over 30 years of experience in TFI",FALSE,0,NA,2015-07-20 09:13:21,FALSE,NA,"623058097821495296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PrashYerramilli",0,FALSE,FALSE,NA,NA
"80","there cannot compression between #Bahubali and #BajrangiBhaijaan ....bcoz both r big movie.",FALSE,0,NA,2015-07-20 09:10:53,FALSE,NA,"623057477450403840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amitabh_love",0,FALSE,FALSE,NA,NA
"81","There was a conspiracy to show #Bahubali On TV by Various cable operator n Bollywood so that business of ""Bajrangi Bhaijaan"" is not affected",FALSE,1,NA,2015-07-20 09:10:20,FALSE,NA,"623057339826843648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RW_HITMAN",2,FALSE,FALSE,NA,NA
"82","#PostMertem #Bahubali All Those Raving About This Movie Actually Weakest Story Of @ssrajamouli He Has Given Much Better In Terms Of Script.",FALSE,0,NA,2015-07-20 09:09:50,FALSE,NA,"623057213590876160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeingShamsMasih",0,FALSE,FALSE,NA,NA
